,ID,POS,NEG,Lemme,Definicija
19461,ENG30-07711799-n,0.0,0.375,urugvajski krompir,sličan krompiru generalno
19462,ENG30-07710952-n,0.0,0.5,pečeni krompir,krompir koji se sprema tako što se peče u rerni
19463,ENG30-07711371-n,0.0,0.25,krompir u ljusci,krompir koji se peče i služi sa ljuskom
19464,ENG30-07711080-n,0.0,0.375,pomfrit,trake krompira koje se preže u puno ulja
19465,ENG30-07711569-n,0.0,0.5,pire krompir,oljušteni krompir koji se kuva a zatim pasira
19466,ENG30-07721195-n,0.0,0.25,piment,"potpuno zrela, slatka crvena paprika, obično se kuva"
19467,ENG30-07734555-n,0.0,0.0,"tomatilo,meksički ljubičasti paradajz","mali, jestiv plod nalik paradajzu od žute je do ljubičaste boje sakriven u karakterističnu ljusku"
19468,ENG30-07734292-n,0.0,0.0,čeri paradajz,mali crveni ili žuti paradajz
19469,ENG30-07734417-n,0.125,0.0,paradajz šljivar,"duguljast čeri paradajz, koristi se za paradajz pelat"
19470,ENG30-07710616-n,0.0,0.0,krompir,jestiva krtola poreklom iz Južne Amerike; osnovna hrana u Irskoj
19471,ENG30-07734017-n,0.0,0.125,paradajz,blago kiselo crveno ili žuto mekano voće koje se jede kao povrće
19472,ENG30-07721942-n,0.0,0.25,aleva paprika,dugačka i često iskrivljena ljuta crvena paprika
19473,ENG30-07722052-n,0.0,0.5,tabasko paprika,jako ljute crvene papričice; obučno su dugačke i tanke; neke su jako male
19474,ENG30-07735803-n,0.0,0.0,repa,koren neke od biljaka iz porodice slačica
19475,ENG30-07719839-n,0.0,0.0,cvekla,okrugli crveni koren koji se koristi u ishrani
19476,ENG30-07720185-n,0.0,0.375,velika rotkva,povrće koje se gaji kao hrana za stoku
19477,ENG30-07720084-n,0.0,0.125,šećerna repa,"bela, ukorenjena repa koja se gaji za proizvodnju šećera"
19478,ENG30-07730207-n,0.0,0.375,"šargarepa,mrkva",narandžast koren; važan je izvor karotena
19479,ENG30-07735404-n,0.0,0.125,paškanat,beličast jestiv koren; jede se kuvan
19480,ENG30-07712267-n,0.0,0.25,jam,sladak krompir sa dubokim narandžastim mesom koje ostaje vlažno kada se peče
19481,ENG30-07719058-n,0.0,0.5,čičoka,krtola suncokreta koja se jede sirova ili kuvana ili se seče tanko i prži kao Saratoga čips
19482,ENG30-07735052-n,0.0,0.0,"turovet,turovac",jedan od dva dugačka korena koji se kuva i koristi u ishrani; vrsta starinskog povrća koje se u velikoj meri uzgajalo od 16. do početka prošlog veka
19483,ENG30-07735294-n,0.0,0.5,crni turovac,"dugačak, crni turovet"
19484,ENG30-07735179-n,0.0,0.0,beli turovac,"dugačak, beli turovet"
19485,ENG30-07711907-n,0.0,0.0,jam,jestiv kvrgav koren različitih jam biljaka iz roda Dioscorea koji se gaje u tropskim predelima
19486,ENG30-07712063-n,0.0,0.0,"batat,slatki krompir",jestiv kvrgav koren loze slatkog krompira koji raste u toplim predelima SAD
19487,ENG30-07723177-n,0.0,0.0,"vlašac,šlitling","mali luk blagog ukusa, sličan belom luku, koji se koristi kao začin"
19488,ENG30-07715561-n,0.0,0.25,tikva,jedtivi plod bundeve; jede se kao povrće
19489,ENG30-07716034-n,0.0,0.25,žuta tikva,tikva koja ima žutu koru i žućkastu sredinu i obično izdužen vrat
19490,ENG30-07722888-n,0.125,0.0,crveni luk,luk blagog ukusa koji ima crvenkastu ljusku; koristi se kao garnirug u hamburgerima i salatama
19491,ENG30-07722217-n,0.0,0.25,luk,lukovica aromatičnog ukusa
19492,ENG30-07717858-n,0.0,0.125,turban tikva,velika tikva oblika turbana obično sa zaobljenim centralnim delom koji viri od kraja cvetanja
19493,ENG30-07717070-n,0.0,0.125,zimska tikva,voće iz porodice tikava sa debelom korom i jestivom žutom do narandžastom sredinom; sayreva u jesen i može se čuvati nekoliko meseci
19494,ENG30-07715721-n,0.0,0.25,letnja tikva,bilo koji od plodova tikve koji sazreva tokom leta; jede se dok je nezreo i pre nego što seme i kora zadebljaju
19495,ENG30-07718329-n,0.0,0.5,"borović,buća","tikva sa čvrstom korom i izduženim, krivim vratom"
19496,ENG30-07717556-n,0.0,0.125,velika bundeva,"tikva glatke površine obično dugačkog, pravog vrata i slatkog narandžastog mesa"
19497,ENG30-07708398-n,0.0,0.5,sirovo povrće,nekuvano povrće
19498,ENG30-07735510-n,0.0,0.0,bundeva,"obično dugačko, mekano, žuto, okruglo voće iz porodice tikava koje sazreva u kasno leto ili ranu jesen"
19499,ENG30-07768423-n,0.0,0.125,bokvica,"kruto voće koje podseća na bananu; jede se uvek kuvano, kao sortirano povrće u tropskim predelima"
19500,ENG30-07773572-n,0.0,0.25,kopra,osušeno meso kokosovog oraha od koga se pravi kokosovo ulje
19501,ENG30-07572712-n,0.0,0.5,"sveža hrana,sirova hrana","hrana koja se ne čva konzervirana, smrznuta, osušena ili dehidrirana"
19502,ENG30-07702362-n,0.0,0.375,zdrava hrana,prirodna hrana ili hrana pripremljena za koju se veruje da promoviše zdravu ishranu
19503,ENG30-07702509-n,0.125,0.0,brza hrana,hrana dobrog ukusa ali je puna kalorija i ima malu nutritivnu vrednost
19504,ENG30-07563509-n,0.0,0.5,ostaci hrane,hrana ostala od prethodnog obroka
19505,ENG30-07704579-n,0.0,0.5,kaša od žitarica,kuvana ili pečena heljda
19506,ENG30-07704428-n,0.0,0.5,gric,"grubo mleven, oljušten kukuruz koji se služi skuvan za doručak u jugu SAD (nešto kao naš kačamak)"
19507,ENG30-07703177-n,0.0,0.25,vruće pahuljice,žitarice koje se služe vruće
19508,ENG30-07703743-n,0.0,0.375,palenta,gusta kaša koja se pravi od kukuruznog brašna u proključaloj vodi
19509,ENG30-07703333-n,0.0,0.5,kaša od kukuruznog brašna,kukuruzno brašno kuvano u vodi
19510,ENG30-07703515-n,0.0,0.5,atole,jede se kao kaša od kukuruznog brašna ili kao mlečna kaša
19511,ENG30-07702957-n,0.0,0.5,musli,pahuljice od žitarica i sušeng voća
19512,ENG30-07773238-n,0.0,0.0,kokosov orah,jestivo belo meso kokosa; često se koristi izmrvljen za kolače i peciva
19513,ENG30-07716906-n,0.0,0.25,špageti tikva,okrugle tikve srednje veličine čija unutrašnjost liči na špagete
19514,ENG30-07929940-n,0.0,0.25,kraljevska kafa,"crna kafa sa konjakom, šećerom i limunovom korom"
19515,ENG30-07443481-n,0.0,0.5,kapućino,"espreso i toplo mleko u jednakoj razmeri sa cimetom, muskatnim oraščićem i šlagom na vrhu"
19516,ENG30-07731122-n,0.0,0.0,zamena za kafu,piće koje podseća na kafu i često se koristi kao zamena za nju
19517,ENG30-07731436-n,0.0,0.5,Postum,brend za zamenu za kafu koji je izumeo C. W. Post; pravi se cikorija i prženih zrna
19518,ENG30-07919787-n,0.0,0.5,"bezkofeinska kafa,kafa bez kofeina",kafa bez kofeina
19519,ENG30-07919894-n,0.0,0.25,filter kafa,"pečena, samlevena zrna kafe u filteru prelivana vrelom vodom"
19520,ENG30-07920222-n,0.0,0.5,espreso sa mlekom,jaka espreso kafa prelivena penom od mleka
19521,ENG30-07920052-n,0.0,0.0,espreso,jaka crna kafa koja se kuva pomoću aparata kojim se vrela voda pod jakim pritiskom propušta kroz krupnije mlevenu kafu
19522,ENG30-07920540-n,0.0,0.25,ledena kafa,jaka zaslađena kafa koja se služi preko leda sa šlagom
19523,ENG30-04972950-n,0.0,0.375,moka,jaka crna kafa napravljena od zrna iz Arabije
19524,ENG30-07933799-n,0.0,0.5,šolja čaja,šoljica čaja
19525,ENG30-07933891-n,0.0,0.0,biljni čaj,napitak kao čaj koji se pravi od lišća raznih biljaka
19526,ENG30-07934152-n,0.0,0.5,čaj od kamilice,piće od lišć i cveć kamilice koje liči na čaj
19527,ENG30-07934282-n,0.0,0.125,ledeni čaj,jak čaj koji se služi sa puno leda
19528,ENG30-07731284-n,0.0,0.0,cikorija,pržen i mlevan koren biljke cikorije koji se koristi da zameni kafu
19529,ENG30-07846014-n,0.0,0.375,provereno mleko,mleko iz mlekara provereno od strane mlečne medicinske komisije
19530,ENG30-07921360-n,0.0,0.5,čokoladno mleko,mleko aromatizovano čokoladnim sirupom
19531,ENG30-07846471-n,0.0,0.5,kondenzovano mleko,zaslađeno isušeno mleko
19532,ENG30-07845335-n,0.0,0.375,kravlje mleko,mleko dobijeno od krava
19533,ENG30-07845495-n,0.0,0.375,kozje mleko,mleko dobijeno od koze
19534,ENG30-07845863-n,0.0,0.375,homogenizovano mleko,mleko sa masnim česticama koje su podeljene i jednako rasute pa kajmak neće rasti
19535,ENG30-07846938-n,0.0,0.5,niskomasno mleko,mleko sa niskim sadržajem mlečne masti
19536,ENG30-07845166-n,0.0,0.25,pasterizovano mleko,mleko koje je kratko izloženo visokim temperaturama kako bi se uništili mikroorganizmi i sprečila fermentacija
19537,ENG30-07846143-n,0.0,0.5,mleko u prahu,dehidrirano mleko
19538,ENG30-07846274-n,0.0,0.5,nemasno mleko u prahu,dehidrirano obrano mleko
19539,ENG30-07845702-n,0.0,0.5,sirovo mleko,nepasterizovano mleko
19540,ENG30-07845775-n,0.0,0.5,skuvano mleko,mleko zagrejano skoro do ključanja
19541,ENG30-07846557-n,0.0,0.5,obrano mleko,mleko sa obranim kajmakom
19542,ENG30-07846802-n,0.0,0.375,punomasno mleko,mleko iz koga sastojci (kao što je masnoća) nisu uklonjeni
19543,ENG30-07845421-n,0.0,0.375,jakovo mleko,mleko od životinje jak; melo je ružičaste boje
19544,ENG30-07847047-n,0.0,0.25,mlaćenica,ostaci od pravljenja butera od sirovog kiselog mleka; ili pasterozovani mleko koje se kiseli dodavanjem kulture
19545,ENG30-07935737-n,0.0,0.125,flaširana voda,voda za piće (često izvorska voda) koja se flašira i prodaje
19546,ENG30-07936459-n,0.0,0.0,ledena voda,voda koja se služi sa ledom
19547,ENG30-07936745-n,0.0,0.0,mineralna voda,voda prirodno ili veštački impregnirana mineralnim solima ili gasovima; često je šumeća i koristi se u terapijske svrhe
19548,ENG30-07937069-n,0.0,0.0,voda sa Viši izvora,"gazirana mineralna voda sa izvora u Viši, Francuska ili voda slična njoj"
19549,ENG30-14941787-n,0.0,0.0,litijumska voda,mineralna voda koja sadrži litijumske soli
19550,ENG30-07936093-n,0.0,0.25,šećerna vodica,voda zaslađena šećerom
19551,ENG30-07890970-n,0.0,0.375,medovina,med razblažen u vodi; postaje medovina kada se fermentiše
19552,ENG30-07913180-n,0.0,0.0,piće za mešanje,soda-voda ili voćni sok koji se koristi za mešanje sa alkoholom
19553,ENG30-07921834-n,0.0,0.25,skrumpi,jak cider koji se pravi u zapadnom delu Engleski
19554,ENG30-07922764-n,0.0,0.125,topla čokolada,"piće koje se pravi od kakao praha, mleka i šećera; obično se pije vruće"
19555,ENG30-07914006-n,0.0,0.0,kuler,ledeno alkoholno piće koje se pravi od belog vina i voćnog soka
19556,ENG30-07919310-n,0.0,0.5,fiz,šumeće piće (obično alkoholno)
19557,ENG30-07853232-n,0.0,0.375,češirski sir,"blag, žuti engleski sir mrvljive teksture"
19558,ENG30-07852712-n,0.0,0.0,sir u obliku cigle,"polumek, slatki američki sir koji se pravi od punomasnog mleka u obliku cigle"
19559,ENG30-07853852-n,0.0,0.375,ručno oblikovan sir,bilo koji sir originalno oblikovan rukama
19560,ENG30-07616046-n,0.0,0.5,zaleđeni jogurt,smrznuti dezert od zaslađenog kiselog mleka sa dodatnom aromom
19561,ENG30-07849506-n,0.0,0.5,jogurt od borovnice,kiselo mleko sa zaslađenim borovnicama ili sa džemom od borovnica
19562,ENG30-07721118-n,0.0,0.25,okrugla paprika,okrugla slatka paprika
19563,ENG30-07721833-n,0.0,0.25,dimljena ljuta papričica,zrela jalapeno čili paprika osušena za potrebe kuvanja
19564,ENG30-07721678-n,0.0,0.375,halapenjo čili paprika,ljuta zelena ili crvena paprika iz jugozadapdnog dela SAD i Meksika
19565,ENG30-07709172-n,0.0,0.0,začin u saksiji,"jedna od zeljastih biljaka čije se lišće, stabljike ili cveće kuva i koristi u ishrani ili kao začin"
19566,ENG30-07722390-n,0.0,0.25,bermudski luk,"blag, pljosnat luk koji raste u toplim područjima"
19567,ENG30-07722485-n,0.25,0.0,mladi luk,mlad luk pre nego što lukovica poraste; koristi se za salatu
19568,ENG30-07717410-n,0.0,0.0,žir tikva,mala rebrasta tikva tamno zelene ili žute boje žutog ili narandžastog mesa
19569,ENG30-07718068-n,0.0,0.25,ljutić tikva,tikva oblika bubnja sa tamnozelenom korom označena srebrnim ili sivim
19570,ENG30-07933652-n,0.0,0.0,kambrik čaj,"piće za decu koje sadrži toplu vodu, mleko, šećer i malu količinu čaja"
19571,ENG30-07846359-n,0.0,0.5,ispareno mleko,zgusnuto mleko dobijeno isparavanjem
19572,ENG30-07371771-n,0.0,0.25,pasterizovano mleko,subjected to carefully controlled heating to destroy undesirable microorganisms
19573,ENG30-07872492-n,0.0,0.375,mostaćoli,"testenina koja podseća na male brkove (""littel mustach""); velika šuplja testenina koja podseća na pene pastu, odlična za punjena i pečena jela od testenine"
19574,ENG30-07700868-n,0.0,0.375,vermičeli,testenina slična špagetama ali tanjih niti
19575,ENG30-07785631-n,0.0,0.0,krčmarica,meso ribe slične lojki koja se nalazi duž Atlantske obale ili u priobalnim vodama
19576,ENG30-07773827-n,0.0,0.125,pasta od semena afričkog mangoa,pomalo kisela i opora pasta pripremljena mlevenjem i zagrevanjem semena afričkog divljeg manga; osnovna hrana nekih Afrikanaca
19577,ENG30-07786856-n,0.0,0.0,tvrdokorni mekušci,okrugle školjke sa tvrdom ljuskom; velike školjke koje se obično koriste za čorbu ili za druga jela od skoljki
19578,ENG30-07786484-n,0.0,0.125,atlantska ostriga,"ostriga pronađena na oblama Long Ajlanda; termin se danas često koristi za ostrige pronađene u Atalntskom okeanu; obično se jede sirova sa malo limunovog soka i, po želji, tabasko sosa"
19579,ENG30-07788730-n,0.0,0.0,kamena kraba,"vrlo retka vrsta krabe, bledog mesa sa delikatnom teksturom i ukusom, pronađena na Floridi"
19580,ENG30-07799874-n,0.0,0.5,ikra lojke,"ikra lojke; može se jesti prokuvana, pečena ili kratko prodinstana"
19581,ENG30-07785487-n,0.0,0.5,ukiseljeni fileti haringe,fileti haringe iz salamure koji su urolani ili umotani oko turšije
19582,ENG30-07784991-n,0.0,0.0,lingkod,nemasno meso ribe koja se nalazi na pacifičkoj obali SAD
19583,ENG30-07797518-n,0.0,0.0,crvena kamena riba,crveno meso riba koje se nalaze na obalama Pacifika
19584,ENG30-07792219-n,0.0,0.0,kamena riba,nemasno meso riba koje se love između stena
19585,ENG30-07792117-n,0.0,0.0,crvena riba,kamena riba severnog Atlantskog okeana
19586,ENG30-07779263-n,0.0,0.0,bufalo riba,dugačka riba koja liči na šarana; pronalazi se u Severnoj Americi
19587,ENG30-07798025-n,0.0,0.25,kapica,meso malog izbora plitkovodnih školjki
19588,ENG30-07785235-n,0.0,0.5,"usoljena i dimljena haringa,usoljena dimljena haringa","dugačka, masna haringa malo usoljena i kratko dimljena"
19589,ENG30-07791663-n,0.0,0.375,zimski iverak,meso američkog iverka; posebno je važna zimi
19590,ENG30-07788885-n,0.0,0.125,jastog,vrsta malog raka koji se obično kratko kuva
19591,ENG30-07790800-n,0.0,0.125,žutorepi iverak,meso američkog iverka sa žutim repom
19592,ENG30-07733847-n,0.25,0.0,divlji spanać,zeleniš koji raste u divljini i koristi se kao zamena za spanać
19593,ENG30-07736527-n,0.0,0.0,"francuska kiselica,pitoma kiselica,pitomi kiseljak,vrtna kiselica",mali kiseo ovalni ili kopljasti list; više se koristi za salate nego kiselica
19594,ENG30-07719980-n,0.0,0.0,lišće cvekle,mlado lišće cvekle koje se može koristiti za pripremu jela i salata
19595,ENG30-07720277-n,0.0,0.0,"blitva,pazija",veliki zeleni listovi koji se nalaze na dugačkim beličastim stabljikama
19596,ENG30-07733217-n,0.0,0.0,listovi maslačka,jestivi listovi maslačka koji raste u divljini; koristi se za pravljenje salata i vina
19597,ENG30-07736692-n,0.0,0.0,spanać,listovi tamno zelene boje koji mogu da se kuvaju ili se jedu sirovi u salatama
19598,ENG30-07736256-n,0.0,0.0,lišće repe,mekani listovi mlade bele repe; imaju ljutkast ukus poput kupusa i radiča koji se termičkom obradom može ublažiti
19599,ENG30-07724819-n,0.0,0.25,šparglasta salata,lisće koje se nalazi na stabljici nalik celeru; jede se sirovo ili kuvano
19600,ENG30-07719437-n,0.0,0.375,izdanak,tek izrasla mladica sa pupoljcima
19601,ENG30-07723559-n,0.25,0.0,zelena salata,listovi bilo koje biljke iz porodice Lactuca sativa
19602,ENG30-07724654-n,0.0,0.125,lisnata salata,zelena salata sa blago talasastim listovima koji ne oblikuju čvrstu glavicu
19603,ENG30-07724269-n,0.0,0.0,ajsberg,zelena salata sa hrskavim talasastim listovima svetlo-zelene boje koji su gusto raspoređeni formirajući rozetu
19604,ENG30-07724492-n,0.0,0.25,"marula,rimska salata",zelena salata čiji dugi tamno-zeleni listovi oblikuju dugačku glavicu
19605,ENG30-07731767-n,0.0,0.25,belgijska endivija,"endivija širokog lišća koja se uzgaja na smanjenoj svetlosti kako bi oblikovala uzanu, beličastu glavicu"
19606,ENG30-07729926-n,0.25,0.0,soja,seme soje koje se koristi za ishranu stoke
19607,ENG30-07729828-n,0.0,0.25,zelena soja,zrna koja se pripremaju za jelo kao i južnoamerički pasulj
19608,ENG30-07729384-n,0.0,0.25,bob,zrna koja se pripremaju za jelo kao i južnoamerički pasulj
19609,ENG30-07728708-n,0.0,0.5,žuta boranija,snap beans with yellow pods
19610,ENG30-07727458-n,0.0,0.0,crni pasulj,zrno pasulja crne boje koji potiče iz Južne Amerike; uglavnom se koristi osušen
19611,ENG30-07727048-n,0.0,0.125,crveni bubrežasti pasulj,"pasulj krupnog zrna, tamno-crvene boje"
19612,ENG30-07727252-n,0.0,0.125,šareni pasulj,šaren ili pegav pasulj sa jugozapada Sjedinjenih Američkih Država
19613,ENG30-07726230-n,0.5,0.0,golubiji grašak,zrno biljke golubiji grašak koje ima visoku nutritivnu vrednost
19614,ENG30-07726386-n,0.0,0.5,poljski grašak,sirovi grašak malog zrna
19615,ENG30-07725531-n,0.0,0.375,zeleni grašak,sveži grašak
19616,ENG30-07726009-n,0.25,0.0,suvi grašak,osušeni i oljušteni grašak; koristi se za pripremu supa
19617,ENG30-07725789-n,0.0,0.0,"mladi grašak,grašak šećerac",zeleni mladi grašak koji se jedva nazire u mahunama pljosnatog oblika koje se koriste za pripremu jela
19618,ENG30-07709046-n,0.0,0.0,zrno,"jestivo zrno bilo koje biljke mahunarke (pasulj, grašak, sočivo itd.)"
19619,ENG30-07718920-n,0.0,0.125,srce artičoke,nežni i sočni unutrašnji deo cveta artičoke koja nije potpuno zrela
19620,ENG30-07718747-n,0.0,0.0,"artičoka,artišoka","cvet, glava biljke, koji liči na čičak; sočni listovi i srce koje se nalazi u unutrašnjosti cveta su jestivi"
19621,ENG30-07719330-n,0.0,0.25,izdanak bambusa,"mladi, jestivi izdanci bambusa"
19622,ENG30-07714990-n,0.0,0.0,"brokoli,brokule,prokule","biljka sa razgranatim, nepotpuno razvijenim cvastima uglavnom tamno-zelene boje"
19623,ENG30-07715221-n,0.0,0.0,"prokelj,kelj pupčar,prokulica,briselski kupus",male glave nalik kupusu koje rastu duž stabljike
19624,ENG30-07714448-n,0.0,0.0,bok čoj,"biljka sa tankim, belim stabljikama koje nose tamno-zelene listove i formiraju zdužene glavice"
19625,ENG30-07714078-n,0.0,0.125,kelj,krupan kupus sa talasastim lišćem
19626,ENG30-07714802-n,0.0,0.125,crveni kupus,čvrsta glavica kupusa purpurno-crvene boje
19627,ENG30-07715103-n,0.0,0.125,"karfiol,cvetača","čvrsta glavica sa zadebljalom, skraćenom drškom na kojoj se nalaze bele, nerazvijene cvasti"
19628,ENG30-07733567-n,0.0,0.0,keleraba,"sočni, jestivi plod biljke koji ima oblik repe"
19629,ENG30-07718472-n,0.0,0.0,krastavac,voće cilindričnog oblika sa korom zelene boje; unutrašnjost je bele boje a u ishrani se koristi kao povrće; pripada porodici tikvi
19630,ENG30-07718671-n,0.0,0.5,"kornišon,mali mlad krastavac","mali, bodljikavi krastavac"
19631,ENG30-07704755-n,0.0,0.75,"cerealije,žitarice",a cereal that is not heated before serving
19632,ENG30-07705386-n,0.0,0.5,ovsene pahuljice,pšenične pahuljice uključujući ovas
19633,ENG30-07705303-n,0.0,0.375,kukuruzne pahuljice,hrskave pahuljice koje se prave od kukuruza
19634,ENG30-07704994-n,0.0,0.125,granola,"cerealije koje se sastoje od ovsenih pahuljica i suvog voća, orašastog voća i meda ili smeđeg šećera"
19635,ENG30-07705557-n,0.0,0.5,"ekspandirani pirinač,riža",vazdušasta zrna pirinča
19636,ENG30-07705633-n,0.0,0.5,ekspandirana pšenica,vazdušasta zrna pšenice
19637,ENG30-07705221-n,0.0,0.25,ovsene pahuljice sa suvim grožđem,ovsene pahuljice među kojima se nalazi i suvo grožđe
19638,ENG30-07705473-n,0.0,0.5,pšenične pahuljice,hrskave pšenične pahuljice
19639,ENG30-07593549-n,0.0,0.5,prerađeni proizvodi,jelo ili hrana koja može biti brzo i lako pripremljena zagrevanjem ili otapanjem
19640,ENG30-07594066-n,0.25,0.5,mešavina za kolače,a commercial mix for making a cake
19641,ENG30-07593972-n,0.0,0.125,smesa za braunis,fabrička mešavina sastojaka za pravljenje kolača braunis
19642,ENG30-07594155-n,0.0,0.125,mešavina za limunadu,fabrička mešavina za pravljenje limunade
19643,ENG30-07593774-n,0.0,0.5,komercijalna hrana,komercijalni proizvodi koji sadrže većinu potrebnih sastojaka neophodnih za pripremu nekog jela
19644,ENG30-07576311-n,0.0,0.5,gotova hrana,jelo koje je unapred pripremljeno i smrznuto; pre upotrebe dovoljno je samo zagrevanje
19645,ENG30-07594406-n,0.0,0.5,delikates,komercijalna hrana koja je trenutno spremna za upotrebu
19646,ENG30-07594511-n,0.0,0.5,hrana za poneti,pripremljena hrana za poneti
19647,ENG30-07926250-n,0.0,0.5,limunada,zaslađeni napitak od razblaženog limunovog soka
19648,ENG30-07926346-n,0.0,0.25,sok od limete,"zaslađeni napitak, mešavina soka limete i vode"
19649,ENG30-07926442-n,0.0,0.5,oranžada,zaslađeni napitak od razblaženog pomorandžinog soka
19650,ENG30-07924366-n,0.0,0.25,sok od jabuke,sok od jabuka
19651,ENG30-07925966-n,0.0,0.5,napitak od razblaženog voćnog soka,zaslađeni napitak od razblaženog voćnog soka
19652,ENG30-07924443-n,0.0,0.5,sok od brusnice,sok od brusnica koji je uvek razblažen i zaslađen
19653,ENG30-07924560-n,0.0,0.25,sok od grožđa,sok od grožđa
19654,ENG30-07924655-n,0.0,0.125,mošt,sok od grožđa koji se dobija za vreme fermentacije ili pre nje
19655,ENG30-07924747-n,0.0,0.5,sok od grejpfruta,sok od grejpfruta
19656,ENG30-07924276-n,0.0,0.375,nektar,"voćni sok, posebno onaj koji nije razblažen"
19657,ENG30-07924834-n,0.0,0.5,"sok od pomorandže,đus","flaširani, sveže ceđeni sok od pomorandže"
19658,ENG30-07925116-n,0.0,0.5,sok od ananasa,sok od ananasa; obično je flaširan ili u konzervi
19659,ENG30-07891309-n,0.0,0.375,pivo od đumbira,"gazirano, bezalkoholno piće sa ukusom đumbira"
19660,ENG30-07927197-n,0.0,0.5,bezalkoholno piće,bezalkoholno piće; obično gazirano
19661,ENG30-07929172-n,0.0,0.125,tonik,"gazirana voda koja sadrži kinin, uglavnom sa ukusom limuna ili limete"
19662,ENG30-07927836-n,0.0,0.5,biter lemon,"kiselo, oporo gazirano piće sa ukusom limuna"
19663,ENG30-07927931-n,0.0,0.5,kola,gazirano piće obogaćeno ekstraktom voća Kola
19664,ENG30-07928696-n,0.0,0.5,"Koka Kola,Coca Cola",Koka kola je komercijalna marka pića kola
19665,ENG30-07928790-n,0.0,0.5,"Pepsi,Pepsi Cola",Pepsi je komercijalna marka pića kola
19666,ENG30-07928367-n,0.0,0.25,sok od đumbira,gazirano piće sa ukusom đumbira
19667,ENG30-07928488-n,0.0,0.25,oranž soda,gazirano piće sa ukusom pomorandže
19668,ENG30-07636384-n,0.0,0.25,keks sa đumbirom,"hrskav, okrugli keks sa ukusom đumbira"
19669,ENG30-07705137-n,0.0,0.5,štanglica od granole,štanglica koja sadrži granolu
19670,ENG30-07695097-n,0.0,0.5,keks sa đumbirom sa ukusom konjaka,keks sa đumbirom sa ukusom konjaka
19671,ENG30-07636534-n,0.0,0.25,makaron,kolač koji sadrži pastu od badema
19672,ENG30-07636779-n,0.0,0.375,makaron od kokosa,makaron koji sadrži kokos
19673,ENG30-07638128-n,0.0,0.5,šećerni keks,keks posut kristal šećerom
19674,ENG30-07639188-n,0.0,0.5,krofna od kiselog testa,krofna čije se testo mesi sa kvascem
19675,ENG30-07639344-n,0.0,0.5,krofna sa džemom,krofna od kiselog testa koja je punjena džemom
19676,ENG30-07631511-n,0.0,0.25,božićni kolač,bogati voćni kolač obično prekriven šećernom glazurom i marcipanomand eaten at Christmas
19677,ENG30-07634406-n,0.0,0.25,mramorni kolač,pravi se od lagane i tamne smese
19678,ENG30-07632037-n,0.0,0.125,"patišpanj,domaći biskvit","lagani kolač koji se pravi od jaja, brašna i šećera ali bez masti"
19679,ENG30-07695187-n,0.0,0.5,slani kreker,kreker posut solju pre pečenja
19680,ENG30-07687789-n,0.0,0.375,kukuruzni hleb,hleb koji se priprema od kukuruznog brašna
19681,ENG30-07633146-n,0.0,0.0,kolač sa đumbirom,kolač sa ukusom đumbira
19682,ENG30-07632357-n,0.0,0.25,rolat sa džemom,tanak sloj patišpanja premazan džemom i uvijen tako da dobije cilindrični oblik
19683,ENG30-07634141-n,0.0,0.25,izvrnuta torta,kolač se sastoji od zaslađenog voća koje prekriva smesa za kolač; nakon pečenja kolač se prevrne tako da voće bude na vrhu
19684,ENG30-07872284-n,0.0,0.5,pita sa svinjetinom,mala pita punjena seckanom i začinjenom svinjetinom
19685,ENG30-07619594-n,0.0,0.0,kiš,"tart punjen bogatim, nezaslađenim kremom; često sadrži druge sastojke poput sira, šunke, morskih plodova ili povrća"
19686,ENG30-07619786-n,0.0,0.375,kiš Loren,kiš koji se pravi sa sirom i slaninom
19687,ENG30-07638574-n,0.25,0.25,keks sa đumbirom,Keks sa đumbirom u obliku čovečuljka.
19688,ENG30-07736087-n,0.0,0.0,broskva,veliki žuti koren koji se koristi u ishrani
19689,ENG30-07817871-n,0.0,0.0,"mirođija,kopar",aromatični gomoljasti plod koji se koristi u ishrani ali i sveži listovi u salatama
19690,ENG30-07725376-n,0.0,0.0,grašak,seme biljke grašak
19691,ENG30-07713763-n,0.0,0.0,"slačica,gorčica",u ishrani se koristi mlado lišće koje se priprema kao zeleniš
19692,ENG30-07702796-n,0.0,0.5,"pahuljice,cerealije",hrana za doručak pripremljena od žita
19693,ENG30-07735981-n,0.0,0.0,"bela repa,stočna repa",repa belog korena
19694,ENG30-07731006-n,0.0,0.0,radič,vrste kovrdžave endevije sa loptastim glavicama od crvenog lišća
19695,ENG30-07732904-n,0.0,0.25,potočarka,grbica koja raste u čistim barama i potocima
19696,ENG30-07927512-n,0.0,0.125,"soda,soda voda,tonik",zaslađeno piće koje sadrži gaziranu vodu i pojačivače ukusa
19697,ENG30-07936979-n,0.0,0.125,gazirana voda,prirodna šumeća mineralna voda
19698,ENG30-07684084-n,0.0,0.375,"francuski hleb,baget",vekna francuskog hleba
19699,ENG30-07926785-n,0.125,0.0,mate čaj,južnomaeričko piće nalik čaju od južnoameričke biljke
19700,ENG30-06751572-n,0.0,0.5,negacija,u logici iskaz koji je tačan ako i samo ako drugi iskaz nije
19701,ENG30-03820728-n,0.0,0.25,"elektronska mreža,mreža","u elektronici, sistem međusobno povezanih elektronskih komponenti ili kola"
